timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
2021-04-27T11:05:52Z,35-44,Education (Higher Education),Editor,NA,62000,,USD,,NA,United States,Texas,Dallas,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:05:52Z,25-34,Law,Staff Attorney,"Roughly equivalent to an Associate Attorney, but not on the partnership track.",74000,,USD,,NA,United States,Michigan,Grand Rapids,8 - 10 years,2 - 4 years,Master's degree,Non-binary,White
2021-04-27T11:05:52Z,25-34,Nonprofits,Program Associate,NA,63000,,USD,,NA,United States,District of Columbia,DC,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:05:53Z,25-34,Recruitment or HR,Senior People Advisor,Roughly - mid-level HR manager,45000,,GBP,,NA,United Kingdom,NA,London,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:05:54Z,25-34,Education (Higher Education),English as a Second Language Teacher,NA,18000,,EUR,,NA,Spain,NA,N/A,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T11:05:55Z,35-44,Nonprofits,Online Sales Support Manager,NA,86000,,USD,,NA,United States,NA,New York,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:05:57Z,18-24,PhD,PhD Candidate,NA,19000,,GBP,,tax-free stipend,UK,NA,Cambridge,2 - 4 years,1 year or less,Master's degree,Man,White
2021-04-27T11:05:57Z,35-44,Education (Higher Education),Research Technologist,NA,42000,,USD,,NA,USA,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-04-27T11:06:00Z,55-64,Biopharma,RIM Manager,Regulatory Information Management - Technology to support Regulatory submissions,114000,,USD,,NA,US,Massachusetts,Cambridge,21 - 30 years,8 - 10 years,College degree,Man,White
2021-04-27T11:06:00Z,45-54,Insurance,Senior Client Service Representative,NA,73000,,USD,,NA,us,Colorado,Denver,31 - 40 years,31 - 40 years,High School,Woman,White
2021-04-27T11:06:00Z,35-44,Nonprofits,Funding Manager,grant funding (not fundraising!),54000,,GBP,,NA,UK,NA,London,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:06:01Z,45-54,Health care,Clinical analyst,It department- supporting clinical users of emr,100000,,USD,,NA,Usa,Georgia,Gainesville,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:02Z,25-34,Publishing,Editor,NA,27000,,GBP,,NA,England,NA,Oxford,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:02Z,18-24,Government and Public Administration,Policy Analyst,NA,60129,,USD,,NA,United States,District of Columbia,Washington DC,2 - 4 years,1 year or less,Master's degree,Woman,White
2021-04-27T11:06:03Z,45-54,STEM research,Research Scientist,NA,135000,,USD,,NA,US,Texas,San Antonio,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-04-27T11:06:04Z,25-34,Computing or Tech,Service Designer,User research,130000,,USD,,NA,United States,Virginia,McLean,11 - 20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-04-27T11:06:05Z,25-34,Libraries,Librarian,NA,26000,,USD,,NA,United States,Oklahoma,Ardmore,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, Middle Eastern or Northern African, White"
2021-04-27T11:06:05Z,25-34,"Accounting, Banking & Finance",Senior Accountant,NA,60000,,USD,,NA,US,Ohio,Columbus,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:06:06Z,35-44,Nonprofits,Administrative Assistant,NA,37000,,USD,,NA,US,Ohio,Shaker Hts,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:06Z,25-34,Engineering or Manufacturing,User experience specialist,NA,85000,,USD,,The bonus fluctuates depending on company performance.,USA,South Carolina,Charleston,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:06Z,35-44,Media & Digital,Self-employed writer,NA,45000,,USD,,"I'm a freelancer, I pay myself a salary and take disbursements on top of that.",USA,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:06:06Z,25-34,Nonprofits,Director of Development,NA,92000,,USD,,NA,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:06:07Z,25-34,Health care,occupational therapist,NA,35,,EUR,,NA,finland,NA,helsinki,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:06:07Z,25-34,Engineering or Manufacturing,Production Technician,NA,65000,,USD,,NA,United States,Wisconsin,Madison,5-7 years,2 - 4 years,College degree,Man,White
2021-04-27T11:06:08Z,35-44,"Marketing, Advertising & PR",Graphic Designer,"Digital ads, some video editing",35000,,USD,,NA,United States of America,Indiana,Mishawaka,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:06:12Z,25-34,"Accounting, Banking & Finance",Compliance Officer,Compliance offer in financial planning services,74000,,USD,,NA,United States,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:12Z,25-34,Engineering or Manufacturing,Director of Intelligence,NA,102500,,USD,,NA,United States,Florida,Tampa,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
2021-04-27T11:06:12Z,25-34,Government and Public Administration,Program Analyst,Specializing in training & communications,117500,,USD,,NA,USA,NA,Washington DC,8 - 10 years,5-7 years,Master's degree,NA,"Hispanic, Latino, or Spanish origin"
2021-04-27T11:06:12Z,35-44,Nonprofits,Coordinator of Survivor Services,Coordinator of outpatient trauma services (community mental health),70000,,USD,,NA,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:12Z,45-54,Computing or Tech,Software Development Manager,NA,140000,,USD,,NA,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Some college,Woman,White
2021-04-27T11:06:13Z,35-44,Architecture,Project Architect,NA,58000,,USD,,NA,USA,New Jersey,Lambertville,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:06:14Z,35-44,"Marketing, Advertising & PR",Brand Consultant,NA,400000,,USD,,NA,United States,New York,Chatham,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:06:14Z,35-44,Nonprofits,HR director,"I am also a social worker and do some counseling as part of my role, but it's mostly HR",61200,,USD,,NA,USA,Illinois,Skokie,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:14Z,25-34,"Marketing, Advertising & PR",Marketing Director,NA,85000,,GBP,,NA,United Kingdom,NA,London,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:06:15Z,25-34,Recruitment or HR,Talent Acquisition Specialist,NA,66000,,USD,,NA,United States,Georgia,Alpharetta,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:06:16Z,35-44,Computing or Tech,technical support specialist,"I'm at a small start up, so I am a support agent/manager/QA person",70000,,USD,,NA,USA,Texas,Austin,8 - 10 years,5-7 years,College degree,Woman,Black or African American
2021-04-27T11:06:17Z,25-34,Education (Higher Education),Communications Specialist,NA,52000,,USD,,NA,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:17Z,45-54,Property or Construction,CAD Manager,Land surveying CAD manager,75500,,USD,,NA,United States of America,Florida,Northeast Florida,21 - 30 years,11 - 20 years,Some college,Woman,White
2021-04-27T11:06:17Z,25-34,"Marketing, Advertising & PR",Content Strategist and Writer,NA,57000,,USD,,NA,USA,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T11:06:20Z,25-34,Nonprofits,Associate,NA,83200,,USD,,NA,USA,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:06:21Z,18-24,"Marketing, Advertising & PR","Manager, Planning",Work at a media/advertising agency,77500,,USD,,NA,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, White"
2021-04-27T11:06:23Z,35-44,Retail,Fulfillment Expert,NA,31200,,USD,,NA,US,Florida,Altamonte Springs,11 - 20 years,1 year or less,College degree,Woman,White
2021-04-27T11:06:23Z,25-34,Health care,Midwife,NHS midwife in UK,31000,,GBP,,NA,UK,NA,Brighton,2 - 4 years,1 year or less,Master's degree,Woman,White
2021-04-27T11:06:24Z,35-44,"Marketing, Advertising & PR",Associate Creative Director,NA,215000,,USD,,NA,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-04-27T11:06:24Z,25-34,Academic Medicine,Administrative Specialist,lowest level administrator in an academic section,55000,,USD,,NA,USA,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Man,White
2021-04-27T11:06:24Z,45-54,Law,Senior Corporate Counsel,NA,220000,,USD,,NA,US,California,San Francisco,11 - 20 years,11 - 20 years,PhD,Woman,Asian or Asian American
2021-04-27T11:06:26Z,25-34,Retail,Head of Data & Analytics,NA,100000,,USD,,NA,US,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:06:26Z,25-34,Computing or Tech,Systems Analyst,NA,80000,,USD,,NA,United States of America,NA,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T11:06:27Z,35-44,Education (Higher Education),Associate Director,Research,63000,,USD,,Longevity pay,United States,Texas,El Paso,11 - 20 years,8 - 10 years,NA,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T11:06:27Z,25-34,Education (Higher Education),Librarian,NA,52500,,USD,,NA,U.S.,North Carolina,Research Triangle region,5-7 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:06:31Z,25-34,Media & Digital,UX designer,NA,36000,,EUR,,NA,France,NA,Lyon,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T11:06:31Z,25-34,"Accounting, Banking & Finance",Lead business controls specialist,NA,94000,,USD,,NA,Usa,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:06:33Z,25-34,Engineering or Manufacturing,Product Engineer,NA,57000,,USD,,NA,USA,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:34Z,35-44,Computing or Tech,Senior Technical Writer,NA,83000,,USD,,NA,United States,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:35Z,35-44,Nonprofits,Senior Director,Senior consultant and team lead at a firm serving nonprofits,90000,,USD,,NA,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:06:36Z,35-44,Hospitality & Events,Hotel Sales Manager,NA,66950,,USD,,NA,USA,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:36Z,25-34,Government and Public Administration,Planner,NA,76000,,USD,,NA,USA,California,Merced,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-04-27T11:06:37Z,25-34,Engineering or Manufacturing,Principal Engineer,Oil & Gas,52000,,GBP,,NA,UK,NA,Aberdeen,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:06:39Z,25-34,Nonprofits,Information and Program Manager,I work in philanthropy for a private foundation,70000,,USD,,NA,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:06:39Z,25-34,Education (Higher Education),Assistant Professor,Humanities field,60000,,USD,,NA,USA,NA,Birmingham,2 - 4 years,2 - 4 years,PhD,Non-binary,White
2021-04-27T11:06:40Z,35-44,Engineering or Manufacturing,Media and PR,NA,80000,,USD,,NA,United States,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:40Z,35-44,Nonprofits,Technical assistance provider,NA,70000,,USD,,NA,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:41Z,25-34,Education (Higher Education),Library Specialist,"I'm an hourly employee at a university library - my job does not require an MLS, but I do have one",34299,,USD,,This is my regular income at my hourly rate of $16.49. My salary during the pandemic is slightly higher as I'm working partially in person and my area has enacted an $18/hr minimum hazard pay wage.,US,Maine,Gorham/Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T11:06:42Z,25-34,Computing or Tech,Strategic Operations and Programme Manager,NA,90000,,GBP,,NA,United Kingdom,NA,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:44Z,35-44,Education (Higher Education),"Assistant Director, Student Affairs",I work with student leadership programs and community service efforts,50000,,USD,,NA,US,New York,Westchester/NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:45Z,35-44,Hospitality & Events,Director of Client Services,I run the CS team for a private chef company,85000,,USD,,NA,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
2021-04-27T11:06:48Z,35-44,Retail,Loss prevention manager,NA,87000,,USD,,NA,US,California,San Jose,8 - 10 years,2 - 4 years,High School,Woman,White
2021-04-27T11:06:50Z,35-44,Law,Associate Attorney,NA,125000,,USD,,"I’ve recently started this job so do not know the typical annual bonus amount. Also, I work in a large multinational law firm. Typical entry-level associate attorney salaries vary a lot depending in part on firm size.",United States,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree,Woman,White
2021-04-27T11:06:50Z,35-44,Commercial Real Estate,Administrative Associate,NA,55000,,USD,,NA,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,White
2021-04-27T11:06:50Z,55-64,Law,Attorney,NA,275000,,USD,,"I own my own firm, so my take home varies wildly year to year. I've put an average over a few years.",United States,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Master's degree,Woman,White
2021-04-27T11:06:50Z,25-34,Pet care industry (dog training/walking),Operations Manager,"Scheduling, managing a small team, day to day client interactions, other admin tasks",48500,,USD,,NA,USA,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-04-27T11:06:51Z,35-44,Engineering or Manufacturing,Software engineer,NA,139000,,USD,,NA,United states,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:06:52Z,25-34,Law,Paralegal / Legal Assistant,NA,54080,,USD,,NA,United States,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-04-27T11:06:53Z,35-44,Insurance,Manager & Actuary,NA,170000,,USD,,NA,USA,NA,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:06:53Z,25-34,"Marketing, Advertising & PR",Marketing Manager,NA,60000,,CAD,,NA,Canada,NA,Remote Worker,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:06:54Z,45-54,Education (Primary/Secondary),Librarian,NA,70000,,USD,,NA,USA,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree,Man,White
2021-04-27T11:06:56Z,25-34,Nonprofits,Communications Associate,NA,53000,,USD,,NA,United States,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:06:57Z,35-44,Health care,Cytotechnologist,NA,82160,,USD,,NA,United States,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:06:58Z,25-34,Recruitment or HR,Onboarding Partner,"Organize and host new hire orientation for a large, global company - I program manage at one of a few large factories in the US and work with another partner to also facilitate orientation virtually for employees starting remotely and at smaller service centers and warehouses",71000,,USD,,I also have accrued about 100k in stock and have around 200k in in-vested restricted stock units,United states,New York,buffalo,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-04-27T11:06:58Z,18-24,Engineering or Manufacturing,Graduate Research Assitant,I am a grad student,25700,,USD,,NA,USA,Indiana,West Lafayette,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-27T11:06:59Z,25-34,Politics,Deputy C-level,NA,105000,,USD,,NA,United States,NA,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:07:00Z,35-44,Education (Higher Education),"Librarian, non-supervisory",My actual job title is fairly unusual and could narrow down my identity,77000,,USD,,NA,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-27T11:07:00Z,35-44,Health care,Content Strategist,In the marketing department,50000,,USD,,NA,USA,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-04-27T11:07:00Z,25-34,University administration,Programme Administrator,NA,25217,,GBP,,NA,Scotland,NA,Glasgow,5-7 years,5-7 years,College degree,Woman,White
2021-04-27T11:07:02Z,25-34,Government and Public Administration,Public Service Tech,I deal with FOIA-style requests from the public/media,31616,,USD,,NA,USA,Georgia,Too identifiable,5-7 years,2 - 4 years,College degree,Non-binary,White
2021-04-27T11:07:04Z,35-44,Government and Public Administration,EOS,Attorney,95000,,USD,,NA,USA,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-04-27T11:07:04Z,18-24,Business or Consulting,Data Analyst,NA,62000,,USD,,NA,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,White
2021-04-27T11:07:07Z,35-44,Animal Health Product Manufacturing,Sr Associate - Quality Assurance,NA,75000,,USD,,NA,United States,Indiana,Clinton,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-04-27T11:07:07Z,25-34,Education (Primary/Secondary),High school teacher,NA,71000,,USD,,NA,United States,New York,New York,5-7 years,5-7 years,College degree,Non-binary,White
2021-04-27T11:07:07Z,45-54,Computing or Tech,Business Analyst,Procurement and contract management,88000,,USD,,NA,USA,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,White
